	 ncbi_gene_id	gene_symbol	hpo_id	hpo_name
15390	1029	CDKN2A	HP:0003003	Colon cancer
15391	1029	CDKN2A	HP:0004389	Intestinal pseudo-obstruction
15392	1029	CDKN2A	HP:0004396	Poor appetite
15393	1029	CDKN2A	HP:0100013	Neoplasm of the breast
15394	1029	CDKN2A	HP:0100006	Neoplasm of the central nervous system
15395	1029	CDKN2A	HP:0000737	Irritability
15396	1029	CDKN2A	HP:0000739	Anxiety
15397	1029	CDKN2A	HP:0003110	Abnormality of urine homeostasis
15398	1029	CDKN2A	HP:0003118	Increased circulating cortisol level
15399	1029	CDKN2A	HP:0000859	Hyperaldosteronism
15400	1029	CDKN2A	HP:0000819	Diabetes mellitus
15401	1029	CDKN2A	HP:0000822	Hypertension
15402	1029	CDKN2A	HP:0000998	Hypertrichosis
15403	1029	CDKN2A	HP:0000975	Hyperhidrosis
15404	1029	CDKN2A	HP:0000958	Dry skin
15405	1029	CDKN2A	HP:0000952	Jaundice
15406	1029	CDKN2A	HP:0100242	Sarcoma
15407	1029	CDKN2A	HP:0012288	Neoplasm of head and neck
15408	1029	CDKN2A	HP:0001595	Abnormal hair morphology
15409	1029	CDKN2A	HP:0030070	Central primitive neuroectodermal tumor
15410	1029	CDKN2A	HP:0030078	Lung adenocarcinoma
15411	1029	CDKN2A	HP:0002896	Neoplasm of the liver
15412	1029	CDKN2A	HP:0002894	Neoplasm of the pancreas
15413	1029	CDKN2A	HP:0002890	Thyroid carcinoma
15414	1029	CDKN2A	HP:0002888	Ependymoma
15415	1029	CDKN2A	HP:0002885	Medulloblastoma
15416	1029	CDKN2A	HP:0002861	Melanoma
15417	1029	CDKN2A	HP:0002860	Squamous cell carcinoma
15418	1029	CDKN2A	HP:0002859	Rhabdomyosarcoma
15419	1029	CDKN2A	HP:0002863	Myelodysplasia
15420	1029	CDKN2A	HP:0005249	Functional intestinal obstruction
15421	1029	CDKN2A	HP:0002910	Elevated hepatic transaminase
15422	1029	CDKN2A	HP:0002900	Hypokalemia
15423	1029	CDKN2A	HP:0012334	Extrahepatic cholestasis
15424	1029	CDKN2A	HP:0001738	Exocrine pancreatic insufficiency
15425	1029	CDKN2A	HP:0000488	Retinopathy
15426	1029	CDKN2A	HP:0012432	Chronic fatigue
15427	1029	CDKN2A	HP:0006753	Neoplasm of the stomach
15428	1029	CDKN2A	HP:0006744	Adrenocortical carcinoma
15429	1029	CDKN2A	HP:0006725	Pancreatic adenocarcinoma
15430	1029	CDKN2A	HP:0006721	Acute lymphoblastic leukemia
15431	1029	CDKN2A	HP:0001824	Weight loss
15432	1029	CDKN2A	HP:0030348	Increased circulating androgen concentration
15433	1029	CDKN2A	HP:0012539	Non-Hodgkin lymphoma
15434	1029	CDKN2A	HP:0030392	Choroid plexus carcinoma
21632	1355	COX15	HP:0002490	Increased CSF lactate
21633	1355	COX15	HP:0010864	Intellectual disability, severe
21634	1355	COX15	HP:0002415	Leukodystrophy
21635	1355	COX15	HP:0001298	Encephalopathy
21636	1355	COX15	HP:0001250	Seizure
21637	1355	COX15	HP:0001252	Hypotonia
21638	1355	COX15	HP:0001260	Dysarthria
21639	1355	COX15	HP:0001263	Global developmental delay
21640	1355	COX15	HP:0001257	Spasticity
21641	1355	COX15	HP:0001397	Hepatic steatosis
21642	1355	COX15	HP:0001347	Hyperreflexia
21643	1355	COX15	HP:0001332	Dystonia
21644	1355	COX15	HP:0000007	Autosomal recessive inheritance
21645	1355	COX15	HP:0008972	Decreased activity of mitochondrial respiratory chain
21646	1355	COX15	HP:0011800	Midface retrusion
21647	1355	COX15	HP:0002061	Lower limb spasticity
21648	1355	COX15	HP:0002073	Progressive cerebellar ataxia
21649	1355	COX15	HP:0002151	Increased serum lactate
21650	1355	COX15	HP:0002104	Apnea
21651	1355	COX15	HP:0002171	Gliosis
21652	1355	COX15	HP:0003593	Infantile onset
21653	1355	COX15	HP:0007020	Progressive spastic paraplegia
21654	1355	COX15	HP:0011968	Feeding difficulties
21655	1355	COX15	HP:0025085	Bloody diarrhea
21656	1355	COX15	HP:0009830	Peripheral neuropathy
21657	1355	COX15	HP:0007146	Bilateral basal ganglia lesions
21658	1355	COX15	HP:0003623	Neonatal onset
21659	1355	COX15	HP:0007183	Focal T2 hyperintense basal ganglia lesion
21660	1355	COX15	HP:0000639	Nystagmus
21661	1355	COX15	HP:0000648	Optic atrophy
21662	1355	COX15	HP:0001941	Acidosis
21663	1355	COX15	HP:0000602	Ophthalmoplegia
21664	1355	COX15	HP:0001903	Anemia
21665	1355	COX15	HP:0000666	Horizontal nystagmus
21666	1355	COX15	HP:0100022	Abnormality of movement
21667	1355	COX15	HP:0000712	Emotional lability
21668	1355	COX15	HP:0003128	Lactic acidosis
21669	1355	COX15	HP:0000998	Hypertrichosis
21670	1355	COX15	HP:0033044	Motor regression
21671	1355	COX15	HP:0000252	Microcephaly
21672	1355	COX15	HP:0001558	Decreased fetal movement
21673	1355	COX15	HP:0001508	Failure to thrive
21674	1355	COX15	HP:0002928	Decreased activity of the pyruvate dehydrogenase complex
21675	1355	COX15	HP:0000365	Hearing impairment
21676	1355	COX15	HP:0001629	Ventricular septal defect
21677	1355	COX15	HP:0001639	Hypertrophic cardiomyopathy
21678	1355	COX15	HP:0001638	Cardiomyopathy
21679	1355	COX15	HP:0000486	Strabismus
21680	1355	COX15	HP:0000488	Retinopathy
21681	1355	COX15	HP:0000508	Ptosis
21682	1355	COX15	HP:0000580	Pigmentary retinopathy
27709	1804	DPP6	HP:0001137	Alternating esotropia
27710	1804	DPP6	HP:0001249	Intellectual disability
27711	1804	DPP6	HP:0000006	Autosomal dominant inheritance
27712	1804	DPP6	HP:0002650	Scoliosis
27713	1804	DPP6	HP:0002750	Delayed skeletal maturation
27714	1804	DPP6	HP:0003577	Congenital onset
27715	1804	DPP6	HP:0200065	Chorioretinal degeneration
27716	1804	DPP6	HP:0009804	Tooth agenesis
27717	1804	DPP6	HP:0000646	Amblyopia
27718	1804	DPP6	HP:0000666	Horizontal nystagmus
27719	1804	DPP6	HP:0004325	Decreased body weight
27720	1804	DPP6	HP:0004322	Short stature
27721	1804	DPP6	HP:0000752	Hyperactivity
27722	1804	DPP6	HP:0000252	Microcephaly
27723	1804	DPP6	HP:0001645	Sudden cardiac death
27724	1804	DPP6	HP:0001663	Ventricular fibrillation
27725	1804	DPP6	HP:0006682	Premature ventricular contraction
27726	1804	DPP6	HP:0000411	Protruding ear
31024	2035	EPB41	HP:0025143	Chills
31025	2035	EPB41	HP:0008897	Postnatal growth retardation
31026	2035	EPB41	HP:0000007	Autosomal recessive inheritance
31027	2035	EPB41	HP:0000006	Autosomal dominant inheritance
31028	2035	EPB41	HP:0002027	Abdominal pain
31029	2035	EPB41	HP:0002007	Frontal bossing
31030	2035	EPB41	HP:0004804	Congenital hemolytic anemia
31031	2035	EPB41	HP:0001081	Cholelithiasis
31032	2035	EPB41	HP:0005502	Increased red cell osmotic fragility
31033	2035	EPB41	HP:0001945	Fever
31034	2035	EPB41	HP:0001923	Reticulocytosis
31035	2035	EPB41	HP:0004446	Stomatocytosis
31036	2035	EPB41	HP:0004445	Elliptocytosis
31037	2035	EPB41	HP:0004447	Poikilocytosis
31038	2035	EPB41	HP:0003265	Neonatal hyperbilirubinemia
31039	2035	EPB41	HP:0000980	Pallor
31040	2035	EPB41	HP:0000952	Jaundice
31041	2035	EPB41	HP:0006579	Prolonged neonatal jaundice
31042	2035	EPB41	HP:0002904	Hyperbilirubinemia
31043	2035	EPB41	HP:0001789	Hydrops fetalis
31044	2035	EPB41	HP:0001744	Splenomegaly
31045	2035	EPB41	HP:0001878	Hemolytic anemia
31046	2035	EPB41	HP:0001877	Abnormal erythrocyte morphology
33899	2176	FANCC	HP:0001172	Abnormal thumb morphology
33900	2176	FANCC	HP:0009943	Complete duplication of thumb phalanx
33901	2176	FANCC	HP:0001199	Triphalangeal thumb
33902	2176	FANCC	HP:0008572	External ear malformation
33903	2176	FANCC	HP:0002414	Spina bifida
33904	2176	FANCC	HP:0001249	Intellectual disability
33905	2176	FANCC	HP:0001263	Global developmental delay
33906	2176	FANCC	HP:0002575	Tracheoesophageal fistula
33907	2176	FANCC	HP:0006101	Finger syndactyly
33908	2176	FANCC	HP:0007400	Irregular hyperpigmentation
33909	2176	FANCC	HP:0100867	Duodenal stenosis
33910	2176	FANCC	HP:0008678	Renal hypoplasia/aplasia
33911	2176	FANCC	HP:0000083	Renal insufficiency
33912	2176	FANCC	HP:0000086	Ectopic kidney
33913	2176	FANCC	HP:0000085	Horseshoe kidney
33914	2176	FANCC	HP:0000081	Duplicated collecting system
33915	2176	FANCC	HP:0001392	Abnormality of the liver
33916	2176	FANCC	HP:0000079	Abnormality of the urinary system
33917	2176	FANCC	HP:0000072	Hydroureter
33918	2176	FANCC	HP:0012041	Decreased fertility in males
33919	2176	FANCC	HP:0001371	Flexion contracture
33920	2176	FANCC	HP:0000047	Hypospadias
33921	2176	FANCC	HP:0001347	Hyperreflexia
33922	2176	FANCC	HP:0000035	Abnormal testis morphology
33923	2176	FANCC	HP:0000028	Cryptorchidism
33924	2176	FANCC	HP:0000027	Azoospermia
33925	2176	FANCC	HP:0007565	Multiple cafe-au-lait spots
33926	2176	FANCC	HP:0002664	Neoplasm
33927	2176	FANCC	HP:0000010	Recurrent urinary tract infections
33928	2176	FANCC	HP:0000007	Autosomal recessive inheritance
33929	2176	FANCC	HP:0002650	Scoliosis
33930	2176	FANCC	HP:0003974	Absent radius
33931	2176	FANCC	HP:0000175	Cleft palate
33932	2176	FANCC	HP:0000135	Hypogonadism
33933	2176	FANCC	HP:0006265	Aplasia/Hypoplasia of fingers
33934	2176	FANCC	HP:0000130	Abnormality of the uterus
33935	2176	FANCC	HP:0000104	Renal agenesis
33936	2176	FANCC	HP:0002023	Anal atresia
33937	2176	FANCC	HP:0002007	Frontal bossing
33938	2176	FANCC	HP:0100542	Abnormal localization of kidney
33939	2176	FANCC	HP:0100587	Abnormal preputium morphology
33940	2176	FANCC	HP:0010469	Absent testis
33941	2176	FANCC	HP:0002119	Ventriculomegaly
33942	2176	FANCC	HP:0002245	Meckel diverticulum
33943	2176	FANCC	HP:0002251	Aganglionic megacolon
33944	2176	FANCC	HP:0100760	Clubbing of toes
33945	2176	FANCC	HP:0011940	Anterior wedging of T12
33946	2176	FANCC	HP:0020073	Hypopigmented macule
33947	2176	FANCC	HP:0001053	Hypopigmented skin patches
33948	2176	FANCC	HP:0001017	Anemic pallor
33949	2176	FANCC	HP:0001000	Abnormality of skin pigmentation
33950	2176	FANCC	HP:0009777	Absent thumb
33951	2176	FANCC	HP:0009778	Short thumb
33952	2176	FANCC	HP:0005528	Bone marrow hypocellularity
33953	2176	FANCC	HP:0004209	Clinodactyly of the 5th finger
33954	2176	FANCC	HP:0005522	Pyridoxine-responsive sideroblastic anemia
33955	2176	FANCC	HP:0006824	Cranial nerve paralysis
33956	2176	FANCC	HP:0000639	Nystagmus
33957	2176	FANCC	HP:0001909	Leukemia
33958	2176	FANCC	HP:0001903	Anemia
33959	2176	FANCC	HP:0012639	Abnormal nervous system morphology
33960	2176	FANCC	HP:0004322	Short stature
33961	2176	FANCC	HP:0003022	Hypoplasia of the ulna
33962	2176	FANCC	HP:0004349	Reduced bone mineral density
33963	2176	FANCC	HP:0012745	Short palpebral fissure
33964	2176	FANCC	HP:0100026	Arteriovenous malformation
33965	2176	FANCC	HP:0000864	Abnormality of the hypothalamus-pituitary axis
33966	2176	FANCC	HP:0000815	Hypergonadotropic hypogonadism
33967	2176	FANCC	HP:0000813	Bicornuate uterus
33968	2176	FANCC	HP:0010293	Aplasia/Hypoplasia of the uvula
33969	2176	FANCC	HP:0040071	Abnormal morphology of ulna
33970	2176	FANCC	HP:0003213	Deficient excision of UV-induced pyrimidine dimers in DNA
33971	2176	FANCC	HP:0003214	Prolonged G2 phase of cell cycle
33972	2176	FANCC	HP:0003220	Abnormality of chromosome stability
33973	2176	FANCC	HP:0003221	Chromosomal breakage induced by crosslinking agents
33974	2176	FANCC	HP:0000978	Bruising susceptibility
33975	2176	FANCC	HP:0000957	Cafe-au-lait spot
33976	2176	FANCC	HP:0000953	Hyperpigmentation of the skin
33977	2176	FANCC	HP:0008053	Aplasia/Hypoplasia of the iris
33978	2176	FANCC	HP:0000286	Epicanthus
33979	2176	FANCC	HP:0000268	Dolichocephaly
33980	2176	FANCC	HP:0002817	Abnormality of the upper limb
33981	2176	FANCC	HP:0002827	Hip dislocation
33982	2176	FANCC	HP:0002823	Abnormality of femur morphology
33983	2176	FANCC	HP:0000238	Hydrocephalus
33984	2176	FANCC	HP:0000252	Microcephaly
33985	2176	FANCC	HP:0012210	Abnormal renal morphology
33986	2176	FANCC	HP:0000218	High palate
33987	2176	FANCC	HP:0001562	Oligohydramnios
33988	2176	FANCC	HP:0001537	Umbilical hernia
33989	2176	FANCC	HP:0002863	Myelodysplasia
33990	2176	FANCC	HP:0001518	Small for gestational age
33991	2176	FANCC	HP:0001511	Intrauterine growth retardation
33992	2176	FANCC	HP:0001510	Growth delay
33993	2176	FANCC	HP:0006501	Aplasia/Hypoplasia of the radius
33994	2176	FANCC	HP:0007874	Almond-shaped palpebral fissure
33995	2176	FANCC	HP:0000365	Hearing impairment
33996	2176	FANCC	HP:0000364	Hearing abnormality
33997	2176	FANCC	HP:0001671	Abnormal cardiac septum morphology
33998	2176	FANCC	HP:0000340	Sloping forehead
33999	2176	FANCC	HP:0001679	Abnormal aortic morphology
34000	2176	FANCC	HP:0000347	Micrognathia
34001	2176	FANCC	HP:0000316	Hypertelorism
34002	2176	FANCC	HP:0001646	Abnormal aortic valve morphology
34003	2176	FANCC	HP:0001643	Patent ductus arteriosus
34004	2176	FANCC	HP:0000325	Triangular face
34005	2176	FANCC	HP:0000324	Facial asymmetry
34006	2176	FANCC	HP:0001629	Ventricular septal defect
34007	2176	FANCC	HP:0001639	Hypertrophic cardiomyopathy
34008	2176	FANCC	HP:0001636	Tetralogy of Fallot
34009	2176	FANCC	HP:0001631	Atrial septal defect
34010	2176	FANCC	HP:0005344	Abnormal carotid artery morphology
34011	2176	FANCC	HP:0000483	Astigmatism
34012	2176	FANCC	HP:0000486	Strabismus
34013	2176	FANCC	HP:0000478	Abnormality of the eye
34014	2176	FANCC	HP:0000492	Abnormal eyelid morphology
34015	2176	FANCC	HP:0001770	Toe syndactyly
34016	2176	FANCC	HP:0001763	Pes planus
34017	2176	FANCC	HP:0000453	Choanal atresia
34018	2176	FANCC	HP:0001760	Abnormal foot morphology
34019	2176	FANCC	HP:0000518	Cataract
34020	2176	FANCC	HP:0000520	Proptosis
34021	2176	FANCC	HP:0001824	Weight loss
34022	2176	FANCC	HP:0000508	Ptosis
34023	2176	FANCC	HP:0000505	Visual impairment
34024	2176	FANCC	HP:0000504	Abnormality of vision
34025	2176	FANCC	HP:0000582	Upslanted palpebral fissure
34026	2176	FANCC	HP:0000568	Microphthalmia
34027	2176	FANCC	HP:0001896	Reticulocytopenia
34028	2176	FANCC	HP:0001871	Abnormality of blood and blood-forming tissues
34029	2176	FANCC	HP:0001882	Leukopenia
34030	2176	FANCC	HP:0001873	Thrombocytopenia
34031	2176	FANCC	HP:0001876	Pancytopenia
34032	2176	FANCC	HP:0001875	Neutropenia
34443	2187	FANCB	HP:0001172	Abnormal thumb morphology
34444	2187	FANCB	HP:0001161	Hand polydactyly
34445	2187	FANCB	HP:0010963	Absence of stomach bubble on fetal sonography
34446	2187	FANCB	HP:0001199	Triphalangeal thumb
34447	2187	FANCB	HP:0001195	Single umbilical artery
34448	2187	FANCB	HP:0008572	External ear malformation
34449	2187	FANCB	HP:0009892	Anotia
34450	2187	FANCB	HP:0002414	Spina bifida
34451	2187	FANCB	HP:0002410	Aqueductal stenosis
34452	2187	FANCB	HP:0001249	Intellectual disability
34453	2187	FANCB	HP:0001263	Global developmental delay
34454	2187	FANCB	HP:0002575	Tracheoesophageal fistula
34455	2187	FANCB	HP:0006101	Finger syndactyly
34456	2187	FANCB	HP:0008750	Laryngeal atresia
34457	2187	FANCB	HP:0007400	Irregular hyperpigmentation
34458	2187	FANCB	HP:0100867	Duodenal stenosis
34459	2187	FANCB	HP:0008678	Renal hypoplasia/aplasia
34460	2187	FANCB	HP:0003811	Neonatal death
34461	2187	FANCB	HP:0000083	Renal insufficiency
34462	2187	FANCB	HP:0000068	Urethral atresia
34463	2187	FANCB	HP:0001392	Abnormality of the liver
34464	2187	FANCB	HP:0000079	Abnormality of the urinary system
34465	2187	FANCB	HP:0000072	Hydroureter
34466	2187	FANCB	HP:0012041	Decreased fertility in males
34467	2187	FANCB	HP:0000054	Micropenis
34468	2187	FANCB	HP:0000047	Hypospadias
34469	2187	FANCB	HP:0000023	Inguinal hernia
34470	2187	FANCB	HP:0001347	Hyperreflexia
34471	2187	FANCB	HP:0000035	Abnormal testis morphology
34472	2187	FANCB	HP:0000028	Cryptorchidism
34473	2187	FANCB	HP:0000027	Azoospermia
34474	2187	FANCB	HP:0007565	Multiple cafe-au-lait spots
34475	2187	FANCB	HP:0002664	Neoplasm
34476	2187	FANCB	HP:0000010	Recurrent urinary tract infections
34477	2187	FANCB	HP:0002650	Scoliosis
34478	2187	FANCB	HP:0001321	Cerebellar hypoplasia
34479	2187	FANCB	HP:0003974	Absent radius
34480	2187	FANCB	HP:0000175	Cleft palate
34481	2187	FANCB	HP:0000135	Hypogonadism
34482	2187	FANCB	HP:0006265	Aplasia/Hypoplasia of fingers
34483	2187	FANCB	HP:0000130	Abnormality of the uterus
34484	2187	FANCB	HP:0000126	Hydronephrosis
34485	2187	FANCB	HP:0000105	Enlarged kidney
34486	2187	FANCB	HP:0000104	Renal agenesis
34487	2187	FANCB	HP:0001419	X-linked recessive inheritance
34488	2187	FANCB	HP:0002023	Anal atresia
34489	2187	FANCB	HP:0002032	Esophageal atresia
34490	2187	FANCB	HP:0002007	Frontal bossing
34491	2187	FANCB	HP:0003312	Abnormal form of the vertebral bodies
34492	2187	FANCB	HP:0100541	Femoral hernia
34493	2187	FANCB	HP:0100542	Abnormal localization of kidney
34494	2187	FANCB	HP:0002089	Pulmonary hypoplasia
34495	2187	FANCB	HP:0002079	Hypoplasia of the corpus callosum
34496	2187	FANCB	HP:0100587	Abnormal preputium morphology
34497	2187	FANCB	HP:0010469	Absent testis
34498	2187	FANCB	HP:0002139	Arrhinencephaly
34499	2187	FANCB	HP:0003468	Abnormal vertebral morphology
34500	2187	FANCB	HP:0002119	Ventriculomegaly
34501	2187	FANCB	HP:0002101	Abnormal lung lobation
34502	2187	FANCB	HP:0009623	Proximal placement of thumb
34503	2187	FANCB	HP:0002188	Delayed CNS myelination
34504	2187	FANCB	HP:0003593	Infantile onset
34505	2187	FANCB	HP:0002245	Meckel diverticulum
34506	2187	FANCB	HP:0002251	Aganglionic megacolon
34507	2187	FANCB	HP:0002247	Duodenal atresia
34508	2187	FANCB	HP:0100760	Clubbing of toes
34509	2187	FANCB	HP:0001053	Hypopigmented skin patches
34510	2187	FANCB	HP:0004977	Bilateral radial aplasia
34511	2187	FANCB	HP:0001000	Abnormality of skin pigmentation
34512	2187	FANCB	HP:0009777	Absent thumb
34513	2187	FANCB	HP:0004209	Clinodactyly of the 5th finger
34514	2187	FANCB	HP:0005522	Pyridoxine-responsive sideroblastic anemia
34515	2187	FANCB	HP:0031853	Isomerism
34516	2187	FANCB	HP:0006824	Cranial nerve paralysis
34517	2187	FANCB	HP:0000639	Nystagmus
34518	2187	FANCB	HP:0001903	Anemia
34519	2187	FANCB	HP:0001915	Aplastic anemia
34520	2187	FANCB	HP:0012639	Abnormal nervous system morphology
34521	2187	FANCB	HP:0004322	Short stature
34522	2187	FANCB	HP:0030680	Abnormality of cardiovascular system morphology
34523	2187	FANCB	HP:0034197	Third trimester onset
34524	2187	FANCB	HP:0003022	Hypoplasia of the ulna
34525	2187	FANCB	HP:0004349	Reduced bone mineral density
34526	2187	FANCB	HP:0012745	Short palpebral fissure
34527	2187	FANCB	HP:0100026	Arteriovenous malformation
34528	2187	FANCB	HP:0011463	Childhood onset
34529	2187	FANCB	HP:0000925	Abnormality of the vertebral column
34530	2187	FANCB	HP:0005792	Short humerus
34531	2187	FANCB	HP:0000864	Abnormality of the hypothalamus-pituitary axis
34532	2187	FANCB	HP:0000815	Hypergonadotropic hypogonadism
34533	2187	FANCB	HP:0000813	Bicornuate uterus
34534	2187	FANCB	HP:0010293	Aplasia/Hypoplasia of the uvula
34535	2187	FANCB	HP:0040071	Abnormal morphology of ulna
34536	2187	FANCB	HP:0003220	Abnormality of chromosome stability
34537	2187	FANCB	HP:0010305	Absence of the sacrum
34538	2187	FANCB	HP:0000960	Sacral dimple
34539	2187	FANCB	HP:0008053	Aplasia/Hypoplasia of the iris
34540	2187	FANCB	HP:0000286	Epicanthus
34541	2187	FANCB	HP:0000278	Retrognathia
34542	2187	FANCB	HP:0000268	Dolichocephaly
34543	2187	FANCB	HP:0007766	Optic disc hypoplasia
34544	2187	FANCB	HP:0002817	Abnormality of the upper limb
34545	2187	FANCB	HP:0002827	Hip dislocation
34546	2187	FANCB	HP:0002823	Abnormality of femur morphology
34547	2187	FANCB	HP:0000238	Hydrocephalus
34548	2187	FANCB	HP:0000252	Microcephaly
34549	2187	FANCB	HP:0012210	Abnormal renal morphology
34550	2187	FANCB	HP:0000218	High palate
34551	2187	FANCB	HP:0001562	Oligohydramnios
