	 ncbi_gene_id	gene_symbol	hpo_id	hpo_name
7218	523	ATP6V1A	HP:0000298	Mask-like facies
7219	523	ATP6V1A	HP:0000272	Malar flattening
7220	523	ATP6V1A	HP:0002827	Hip dislocation
7221	523	ATP6V1A	HP:0000253	Progressive microcephaly
7222	523	ATP6V1A	HP:0000252	Microcephaly
7223	523	ATP6V1A	HP:0001582	Redundant skin
7224	523	ATP6V1A	HP:0000218	High palate
7225	523	ATP6V1A	HP:0001558	Decreased fetal movement
7226	523	ATP6V1A	HP:0001508	Failure to thrive
7227	523	ATP6V1A	HP:0001519	Disproportionate tall stature
7228	523	ATP6V1A	HP:0001511	Intrauterine growth retardation
7229	523	ATP6V1A	HP:0012385	Camptodactyly
7230	523	ATP6V1A	HP:0011003	High myopia
7231	523	ATP6V1A	HP:0000369	Low-set ears
7232	523	ATP6V1A	HP:0000343	Long philtrum
7233	523	ATP6V1A	HP:0000348	High forehead
7234	523	ATP6V1A	HP:0000319	Smooth philtrum
7235	523	ATP6V1A	HP:0000316	Hypertelorism
7236	523	ATP6V1A	HP:0000325	Triangular face
7237	523	ATP6V1A	HP:0001639	Hypertrophic cardiomyopathy
7238	523	ATP6V1A	HP:0001635	Congestive heart failure
7239	523	ATP6V1A	HP:0000307	Pointed chin
7240	523	ATP6V1A	HP:0001631	Atrial septal defect
7241	523	ATP6V1A	HP:0000400	Macrotia
7242	523	ATP6V1A	HP:0005272	Prominent nasolabial fold
7243	523	ATP6V1A	HP:0000486	Strabismus
7244	523	ATP6V1A	HP:0000494	Downslanted palpebral fissures
7245	523	ATP6V1A	HP:0000463	Anteverted nares
7246	523	ATP6V1A	HP:0012444	Brain atrophy
7247	523	ATP6V1A	HP:0012447	Abnormal myelination
7248	523	ATP6V1A	HP:0000455	Broad nasal tip
7249	523	ATP6V1A	HP:0000414	Bulbous nose
7250	523	ATP6V1A	HP:0000411	Protruding ear
7251	523	ATP6V1A	HP:0001762	Talipes equinovarus
7252	523	ATP6V1A	HP:0000431	Wide nasal bridge
7253	523	ATP6V1A	HP:0000518	Cataract
7254	523	ATP6V1A	HP:0000508	Ptosis
7255	523	ATP6V1A	HP:0000504	Abnormality of vision
7256	523	ATP6V1A	HP:0000581	Blepharophimosis
7257	523	ATP6V1A	HP:0012547	Abnormal involuntary eye movements
7258	523	ATP6V1A	HP:0000540	Hypermetropia
7259	523	ATP6V1A	HP:0000546	Retinal degeneration
11566	767	CA8	HP:0009878	Cerebellar ataxia associated with quadrupedal gait
11567	767	CA8	HP:0001288	Gait disturbance
11568	767	CA8	HP:0001256	Intellectual disability, mild
11569	767	CA8	HP:0001250	Seizure
11570	767	CA8	HP:0001252	Hypotonia
11571	767	CA8	HP:0001251	Ataxia
11572	767	CA8	HP:0001249	Intellectual disability
11573	767	CA8	HP:0001260	Dysarthria
11574	767	CA8	HP:0001350	Slurred speech
11575	767	CA8	HP:0001347	Hyperreflexia
11576	767	CA8	HP:0000007	Autosomal recessive inheritance
11577	767	CA8	HP:0001337	Tremor
11578	767	CA8	HP:0003577	Congenital onset
11579	767	CA8	HP:0004322	Short stature
11580	767	CA8	HP:0100021	Cerebral palsy
11581	767	CA8	HP:0100022	Abnormality of movement
11582	767	CA8	HP:0003202	Skeletal muscle atrophy
11583	767	CA8	HP:0000486	Strabismus
11584	767	CA8	HP:0000478	Abnormality of the eye
11585	767	CA8	HP:0000518	Cataract
11586	767	CA8	HP:0000504	Abnormality of vision
11595	773	CACNA1A	HP:0002486	Myotonia
11596	773	CACNA1A	HP:0002483	Bulbar signs
11597	773	CACNA1A	HP:0001152	Saccadic smooth pursuit
11598	773	CACNA1A	HP:0001125	Transient unilateral blurring of vision
11599	773	CACNA1A	HP:0002457	Abnormal head movements
11600	773	CACNA1A	HP:0002442	Dyscalculia
11601	773	CACNA1A	HP:0007270	Atypical absence seizure
11602	773	CACNA1A	HP:0007256	Abnormal pyramidal sign
11603	773	CACNA1A	HP:0007240	Progressive gait ataxia
11604	773	CACNA1A	HP:0007209	Facial paralysis
11605	773	CACNA1A	HP:0002421	Poor head control
11606	773	CACNA1A	HP:0003743	Genetic anticipation
11607	773	CACNA1A	HP:0001298	Encephalopathy
11608	773	CACNA1A	HP:0001290	Generalized hypotonia
11609	773	CACNA1A	HP:0001276	Hypertonia
11610	773	CACNA1A	HP:0001272	Cerebellar atrophy
11611	773	CACNA1A	HP:0001273	Abnormal corpus callosum morphology
11612	773	CACNA1A	HP:0001269	Hemiparesis
11613	773	CACNA1A	HP:0001268	Mental deterioration
11614	773	CACNA1A	HP:0001289	Confusion
11615	773	CACNA1A	HP:0001284	Areflexia
11616	773	CACNA1A	HP:0001250	Seizure
11617	773	CACNA1A	HP:0001252	Hypotonia
11618	773	CACNA1A	HP:0001251	Ataxia
11619	773	CACNA1A	HP:0002579	Gastrointestinal dysmotility
11620	773	CACNA1A	HP:0001249	Intellectual disability
11621	773	CACNA1A	HP:0001265	Hyporeflexia
11622	773	CACNA1A	HP:0001266	Choreoathetosis
11623	773	CACNA1A	HP:0001260	Dysarthria
11624	773	CACNA1A	HP:0001263	Global developmental delay
11625	773	CACNA1A	HP:0001257	Spasticity
11626	773	CACNA1A	HP:0001259	Coma
11627	773	CACNA1A	HP:0008765	Auditory hallucinations
11628	773	CACNA1A	HP:0410263	Brain imaging abnormality
11629	773	CACNA1A	HP:0007359	Focal-onset seizure
11630	773	CACNA1A	HP:0002521	Hypsarrhythmia
11631	773	CACNA1A	HP:0002527	Falls
11632	773	CACNA1A	HP:0003829	Typified by incomplete penetrance
11633	773	CACNA1A	HP:0002509	Limb hypertonia
11634	773	CACNA1A	HP:0002505	Loss of ambulation
11635	773	CACNA1A	HP:0012075	Personality disorder
11636	773	CACNA1A	HP:0012044	Seesaw nystagmus
11637	773	CACNA1A	HP:0001371	Flexion contracture
11638	773	CACNA1A	HP:0001350	Slurred speech
11639	773	CACNA1A	HP:0001347	Hyperreflexia
11640	773	CACNA1A	HP:0032506	Alien limb phenomenon
11641	773	CACNA1A	HP:0031179	Nuchal rigidity
11642	773	CACNA1A	HP:0001332	Dystonia
11643	773	CACNA1A	HP:0001324	Muscle weakness
11644	773	CACNA1A	HP:0001337	Tremor
11645	773	CACNA1A	HP:0000006	Autosomal dominant inheritance
11646	773	CACNA1A	HP:0001336	Myoclonus
11647	773	CACNA1A	HP:0001310	Dysmetria
11648	773	CACNA1A	HP:0001308	Tongue fasciculations
11649	773	CACNA1A	HP:0001315	Reduced tendon reflexes
11650	773	CACNA1A	HP:0012194	Episodic hemiplegia
11651	773	CACNA1A	HP:0007670	Abnormal vestibulo-ocular reflex
11652	773	CACNA1A	HP:0008959	Distal upper limb muscle weakness
11653	773	CACNA1A	HP:0031284	Flushing
11654	773	CACNA1A	HP:0002714	Downturned corners of mouth
11655	773	CACNA1A	HP:0002020	Gastroesophageal reflux
11656	773	CACNA1A	HP:0002019	Constipation
11657	773	CACNA1A	HP:0002017	Nausea and vomiting
11658	773	CACNA1A	HP:0002014	Diarrhea
11659	773	CACNA1A	HP:0002015	Dysphagia
11660	773	CACNA1A	HP:0002013	Vomiting
11661	773	CACNA1A	HP:0002083	Migraine without aura
11662	773	CACNA1A	HP:0002080	Intention tremor
11663	773	CACNA1A	HP:0002098	Respiratory distress
11664	773	CACNA1A	HP:0002069	Bilateral tonic-clonic seizure
11665	773	CACNA1A	HP:0002066	Gait ataxia
11666	773	CACNA1A	HP:0002063	Rigidity
11667	773	CACNA1A	HP:0003392	First dorsal interossei muscle weakness
11668	773	CACNA1A	HP:0002078	Truncal ataxia
11669	773	CACNA1A	HP:0002076	Migraine
11670	773	CACNA1A	HP:0002077	Migraine with aura
11671	773	CACNA1A	HP:0002072	Chorea
11672	773	CACNA1A	HP:0002073	Progressive cerebellar ataxia
11673	773	CACNA1A	HP:0002039	Anorexia
11674	773	CACNA1A	HP:0002059	Cerebral atrophy
11675	773	CACNA1A	HP:0100576	Amaurosis fugax
11676	773	CACNA1A	HP:0003487	Babinski sign
11677	773	CACNA1A	HP:0002123	Generalized myoclonic seizure
11678	773	CACNA1A	HP:0002120	Cerebral cortical atrophy
11679	773	CACNA1A	HP:0002133	Status epilepticus
11680	773	CACNA1A	HP:0002131	Episodic ataxia
11681	773	CACNA1A	HP:0002104	Apnea
11682	773	CACNA1A	HP:0002181	Cerebral edema
11683	773	CACNA1A	HP:0002167	Abnormality of speech or vocalization
11684	773	CACNA1A	HP:0002172	Postural instability
11685	773	CACNA1A	HP:0010544	Vertical nystagmus
11686	773	CACNA1A	HP:0010545	Downbeat nystagmus
11687	773	CACNA1A	HP:0003401	Paresthesia
11688	773	CACNA1A	HP:0002263	Exaggerated cupid's bow
11689	773	CACNA1A	HP:0003593	Infantile onset
11690	773	CACNA1A	HP:0002273	Tetraparesis
11691	773	CACNA1A	HP:0003577	Congenital onset
11692	773	CACNA1A	HP:0003587	Insidious onset
11693	773	CACNA1A	HP:0100710	Impulsivity
11694	773	CACNA1A	HP:0200149	CSF lymphocytic pleiocytosis
11695	773	CACNA1A	HP:0200136	Oral-pharyngeal dysphagia
11696	773	CACNA1A	HP:0200134	Epileptic encephalopathy
11697	773	CACNA1A	HP:0007018	Attention deficit hyperactivity disorder
11698	773	CACNA1A	HP:0032044	Decreased vigilance
11699	773	CACNA1A	HP:0011968	Feeding difficulties
11700	773	CACNA1A	HP:0002384	Focal impaired awareness seizure
11701	773	CACNA1A	HP:0002381	Aphasia
11702	773	CACNA1A	HP:0002367	Visual hallucinations
11703	773	CACNA1A	HP:0002363	Abnormal brainstem morphology
11704	773	CACNA1A	HP:0002359	Frequent falls
11705	773	CACNA1A	HP:0002376	Developmental regression
11706	773	CACNA1A	HP:0002344	Progressive neurologic deterioration
11707	773	CACNA1A	HP:0003676	Progressive
11708	773	CACNA1A	HP:0002355	Difficulty walking
11709	773	CACNA1A	HP:0002353	EEG abnormality
11710	773	CACNA1A	HP:0002321	Vertigo
11711	773	CACNA1A	HP:0002317	Unsteady gait
11712	773	CACNA1A	HP:0002315	Headache
11713	773	CACNA1A	HP:0002329	Drowsiness
11714	773	CACNA1A	HP:0010844	EEG with multifocal slow activity
11715	773	CACNA1A	HP:0010835	Dissociated sensory loss
11716	773	CACNA1A	HP:0010833	Spontaneous pain sensation
11717	773	CACNA1A	HP:0100660	Dyskinesia
11718	773	CACNA1A	HP:0010829	Impaired temperature sensation
11719	773	CACNA1A	HP:0010819	Atonic seizure
11720	773	CACNA1A	HP:0010818	Generalized tonic seizure
11721	773	CACNA1A	HP:0007166	Paroxysmal dyskinesia
11722	773	CACNA1A	HP:0002301	Hemiplegia
11723	773	CACNA1A	HP:0003623	Neonatal onset
11724	773	CACNA1A	HP:0002311	Incoordination
11725	773	CACNA1A	HP:0002305	Athetosis
11726	773	CACNA1A	HP:0003621	Juvenile onset
11727	773	CACNA1A	HP:0030511	Bradyopsia
11728	773	CACNA1A	HP:0006855	Cerebellar vermis atrophy
11729	773	CACNA1A	HP:0000640	Gaze-evoked nystagmus
11730	773	CACNA1A	HP:0000639	Nystagmus
11731	773	CACNA1A	HP:0000651	Diplopia
11732	773	CACNA1A	HP:0000648	Optic atrophy
11733	773	CACNA1A	HP:0000643	Blepharospasm
11734	773	CACNA1A	HP:0001944	Dehydration
11735	773	CACNA1A	HP:0001945	Fever
11736	773	CACNA1A	HP:0000657	Oculomotor apraxia
11737	773	CACNA1A	HP:0000668	Hypodontia
11738	773	CACNA1A	HP:0004322	Short stature
11739	773	CACNA1A	HP:0004305	Involuntary movements
11740	773	CACNA1A	HP:0031931	Ocular flutter
11741	773	CACNA1A	HP:0000752	Hyperactivity
11742	773	CACNA1A	HP:0000763	Sensory neuropathy
11743	773	CACNA1A	HP:0000737	Irritability
11744	773	CACNA1A	HP:0000739	Anxiety
11745	773	CACNA1A	HP:0000750	Delayed speech and language development
11746	773	CACNA1A	HP:0000741	Apathy
11747	773	CACNA1A	HP:0000718	Aggressive behavior
11748	773	CACNA1A	HP:0000717	Autism
11749	773	CACNA1A	HP:0000712	Emotional lability
11750	773	CACNA1A	HP:0000713	Agitation
11751	773	CACNA1A	HP:0000729	Autistic behavior
11752	773	CACNA1A	HP:0000709	Psychosis
11753	773	CACNA1A	HP:0000708	Atypical behavior
11754	773	CACNA1A	HP:0011499	Mydriasis
11755	773	CACNA1A	HP:0011468	Facial tics
11756	773	CACNA1A	HP:0011462	Young adult onset
11757	773	CACNA1A	HP:0011443	Abnormality of coordination
11758	773	CACNA1A	HP:0012758	Neurodevelopmental delay
11759	773	CACNA1A	HP:0030786	Photopsia
11760	773	CACNA1A	HP:0003270	Abdominal distention
11761	773	CACNA1A	HP:0045074	Thin eyebrow
11762	773	CACNA1A	HP:0030842	Choking episodes
11763	773	CACNA1A	HP:0000980	Pallor
11764	773	CACNA1A	HP:0000975	Hyperhidrosis
11765	773	CACNA1A	HP:0011675	Arrhythmia
11766	773	CACNA1A	HP:0000297	Facial hypotonia
11767	773	CACNA1A	HP:0005135	Abnormal T-wave
11768	773	CACNA1A	HP:0007772	Impaired smooth pursuit
11769	773	CACNA1A	HP:0012229	CSF pleocytosis
11770	773	CACNA1A	HP:0032649	Skewfoot
11771	773	CACNA1A	HP:0000252	Microcephaly
11772	773	CACNA1A	HP:0032660	Convulsive status epilepticus
11773	773	CACNA1A	HP:0001558	Decreased fetal movement
11774	773	CACNA1A	HP:0001508	Failure to thrive
11775	773	CACNA1A	HP:0002835	Aspiration
11776	773	CACNA1A	HP:0002922	Increased CSF protein concentration
11777	773	CACNA1A	HP:0000365	Hearing impairment
11778	773	CACNA1A	HP:0000360	Tinnitus
11779	773	CACNA1A	HP:0011024	Abnormality of the gastrointestinal tract
11780	773	CACNA1A	HP:0012332	Abnormal autonomic nervous system physiology
11781	773	CACNA1A	HP:0032792	Tonic seizure
11782	773	CACNA1A	HP:0000348	High forehead
11783	773	CACNA1A	HP:0032794	Myoclonic seizure
11784	773	CACNA1A	HP:0001638	Cardiomyopathy
11785	773	CACNA1A	HP:0011196	EEG with focal sharp waves
11786	773	CACNA1A	HP:0011195	EEG with focal sharp slow waves
11787	773	CACNA1A	HP:0011199	EEG with generalized sharp slow waves
11788	773	CACNA1A	HP:0011172	Complex febrile seizure
11789	773	CACNA1A	HP:0011157	Focal sensory seizure
11790	773	CACNA1A	HP:0011167	Focal tonic seizure
11791	773	CACNA1A	HP:0011153	Focal motor seizure
11792	773	CACNA1A	HP:0007979	Gaze-evoked horizontal nystagmus
11793	773	CACNA1A	HP:0000486	Strabismus
11794	773	CACNA1A	HP:0031546	Cardiac conduction abnormality
11795	773	CACNA1A	HP:0000494	Downslanted palpebral fissures
11796	773	CACNA1A	HP:0012444	Brain atrophy
11797	773	CACNA1A	HP:0012447	Abnormal myelination
11798	773	CACNA1A	HP:0000473	Torticollis
11799	773	CACNA1A	HP:0001751	Abnormal vestibular function
11800	773	CACNA1A	HP:0012508	Metamorphopsia
11801	773	CACNA1A	HP:0000508	Ptosis
11802	773	CACNA1A	HP:0000504	Abnormality of vision
11803	773	CACNA1A	HP:0000575	Scotoma
11804	773	CACNA1A	HP:0000577	Exotropia
11805	773	CACNA1A	HP:0012547	Abnormal involuntary eye movements
11806	773	CACNA1A	HP:0000565	Esotropia
11807	773	CACNA1A	HP:0000546	Retinal degeneration
12512	815	CAMK2A	HP:0010864	Intellectual disability, severe
12513	815	CAMK2A	HP:0008551	Microtia
12514	815	CAMK2A	HP:0100814	Blue nevus
12515	815	CAMK2A	HP:0001252	Hypotonia
12516	815	CAMK2A	HP:0002579	Gastrointestinal dysmotility
12517	815	CAMK2A	HP:0001249	Intellectual disability
12518	815	CAMK2A	HP:0001263	Global developmental delay
12519	815	CAMK2A	HP:0001257	Spasticity
12520	815	CAMK2A	HP:0002566	Intestinal malrotation
12521	815	CAMK2A	HP:0002540	Inability to walk
12522	815	CAMK2A	HP:0000054	Micropenis
12523	815	CAMK2A	HP:0001382	Joint hypermobility
12524	815	CAMK2A	HP:0000028	Cryptorchidism
12525	815	CAMK2A	HP:0001344	Absent speech
12526	815	CAMK2A	HP:0000007	Autosomal recessive inheritance
12527	815	CAMK2A	HP:0000006	Autosomal dominant inheritance
12528	815	CAMK2A	HP:0000154	Wide mouth
12529	815	CAMK2A	HP:0000126	Hydronephrosis
12530	815	CAMK2A	HP:0002069	Bilateral tonic-clonic seizure
12531	815	CAMK2A	HP:0002121	Generalized non-motor (absence) seizure
12532	815	CAMK2A	HP:0002194	Delayed gross motor development
12533	815	CAMK2A	HP:0003593	Infantile onset
12534	815	CAMK2A	HP:0002236	Frontal upsweep of hair
12535	815	CAMK2A	HP:0002247	Duodenal atresia
12536	815	CAMK2A	HP:0007074	Thick corpus callosum
12537	815	CAMK2A	HP:0002373	Febrile seizure (within the age range of 3 months to 6 years)
12538	815	CAMK2A	HP:0002353	EEG abnormality
12539	815	CAMK2A	HP:0002317	Unsteady gait
12540	815	CAMK2A	HP:0000601	Hypotelorism
12541	815	CAMK2A	HP:0009062	Infantile axial hypotonia
12542	815	CAMK2A	HP:0011327	Posterior plagiocephaly
12543	815	CAMK2A	HP:0006979	Sleep-wake cycle disturbance
12544	815	CAMK2A	HP:0004305	Involuntary movements
12545	815	CAMK2A	HP:0031936	Delayed ability to walk
12546	815	CAMK2A	HP:0000737	Irritability
12547	815	CAMK2A	HP:0000750	Delayed speech and language development
12548	815	CAMK2A	HP:0003097	Short femur
12549	815	CAMK2A	HP:0030890	Hyperintensity of cerebral white matter on MRI
12550	815	CAMK2A	HP:0000286	Epicanthus
12551	815	CAMK2A	HP:0000256	Macrocephaly
12552	815	CAMK2A	HP:0000252	Microcephaly
12553	815	CAMK2A	HP:0000248	Brachycephaly
12554	815	CAMK2A	HP:0001548	Overgrowth
12555	815	CAMK2A	HP:0002857	Genu valgum
12556	815	CAMK2A	HP:0001510	Growth delay
12557	815	CAMK2A	HP:0032794	Myoclonic seizure
12558	815	CAMK2A	HP:0001629	Ventricular septal defect
12559	815	CAMK2A	HP:0011182	Interictal epileptiform activity
12560	815	CAMK2A	HP:0000486	Strabismus
12561	815	CAMK2A	HP:0000494	Downslanted palpebral fissures
12562	815	CAMK2A	HP:0000505	Visual impairment
23947	1528	CYB5A	HP:0025118	Lip discoloration
23948	1528	CYB5A	HP:0002451	Limb dystonia
23949	1528	CYB5A	HP:0010864	Intellectual disability, severe
23950	1528	CYB5A	HP:0001276	Hypertonia
23951	1528	CYB5A	HP:0001272	Cerebellar atrophy
23952	1528	CYB5A	HP:0001250	Seizure
23953	1528	CYB5A	HP:0001263	Global developmental delay
23954	1528	CYB5A	HP:0001257	Spasticity
23955	1528	CYB5A	HP:0008726	Hypoplasia of the vagina
23956	1528	CYB5A	HP:0008730	Female external genitalia in individual with 46,XY karyotype
23957	1528	CYB5A	HP:0008734	Decreased testicular size
23958	1528	CYB5A	HP:0008675	Enlarged polycystic ovaries
23959	1528	CYB5A	HP:0002510	Spastic tetraplegia
23960	1528	CYB5A	HP:0000062	Ambiguous genitalia
23961	1528	CYB5A	HP:0012041	Decreased fertility in males
23962	1528	CYB5A	HP:0000037	Male pseudohermaphroditism
23963	1528	CYB5A	HP:0000054	Micropenis
23964	1528	CYB5A	HP:0000048	Bifid scrotum
23965	1528	CYB5A	HP:0000047	Hypospadias
23966	1528	CYB5A	HP:0000033	Ambiguous genitalia, male
23967	1528	CYB5A	HP:0000028	Cryptorchidism
23968	1528	CYB5A	HP:0000013	Hypoplasia of the uterus
23969	1528	CYB5A	HP:0000007	Autosomal recessive inheritance
23970	1528	CYB5A	HP:0000144	Decreased fertility
23971	1528	CYB5A	HP:0012119	Methemoglobinemia
23972	1528	CYB5A	HP:0000147	Polycystic ovaries
23973	1528	CYB5A	HP:0012112	Abnormal circulating corticosterone level
23974	1528	CYB5A	HP:0031215	Decreased circulating dehydroepiandrosterone-sulfate concentration
23975	1528	CYB5A	HP:0002750	Delayed skeletal maturation
23976	1528	CYB5A	HP:0008193	Primary gonadal insufficiency
23977	1528	CYB5A	HP:0008187	Absence of secondary sex characteristics
23978	1528	CYB5A	HP:0008232	Elevated circulating follicle stimulating hormone level
23979	1528	CYB5A	HP:0008214	Decreased serum estradiol
23980	1528	CYB5A	HP:0003577	Congenital onset
23981	1528	CYB5A	HP:0002215	Sparse axillary hair
23982	1528	CYB5A	HP:0002231	Sparse body hair
23983	1528	CYB5A	HP:0002225	Sparse pubic hair
23984	1528	CYB5A	HP:0002283	Global brain atrophy
23985	1528	CYB5A	HP:0011969	Elevated circulating luteinizing hormone level
23986	1528	CYB5A	HP:0100607	Dysmenorrhea
23987	1528	CYB5A	HP:0007112	Temporal cortical atrophy
23988	1528	CYB5A	HP:0002305	Athetosis
23989	1528	CYB5A	HP:0006808	Cerebral hypomyelination
23990	1528	CYB5A	HP:0012697	Small basal ganglia
23991	1528	CYB5A	HP:0011344	Severe global developmental delay
23992	1528	CYB5A	HP:0004322	Short stature
23993	1528	CYB5A	HP:0006913	Frontal cortical atrophy
23994	1528	CYB5A	HP:0004349	Reduced bone mineral density
23995	1528	CYB5A	HP:0000771	Gynecomastia
23996	1528	CYB5A	HP:0000707	Abnormality of the nervous system
23997	1528	CYB5A	HP:0000786	Primary amenorrhea
23998	1528	CYB5A	HP:0012853	Scrotal hypospadias
23999	1528	CYB5A	HP:0000868	Decreased fertility in females
24000	1528	CYB5A	HP:0000815	Hypergonadotropic hypogonadism
24001	1528	CYB5A	HP:0000823	Delayed puberty
24002	1528	CYB5A	HP:0000961	Cyanosis
24003	1528	CYB5A	HP:0000939	Osteoporosis
24004	1528	CYB5A	HP:0040171	Decreased serum testosterone concentration
24005	1528	CYB5A	HP:0001597	Abnormality of the nail
