	 ncbi_gene_id	gene_symbol	hpo_id	hpo_name
2860	207	AKT1	HP:0008163	Decreased circulating cortisol level
2861	207	AKT1	HP:0003484	Upper limb muscle weakness
2862	207	AKT1	HP:0002101	Abnormal lung lobation
2863	207	AKT1	HP:0003418	Back pain
2864	207	AKT1	HP:0003416	Spinal canal stenosis
2865	207	AKT1	HP:0010609	Skin tags
2866	207	AKT1	HP:0002167	Abnormality of speech or vocalization
2867	207	AKT1	HP:0002176	Spinal cord compression
2868	207	AKT1	HP:0010566	Hamartoma
2869	207	AKT1	HP:0008240	Secondary growth hormone deficiency
2870	207	AKT1	HP:0008245	Pituitary hypothyroidism
2871	207	AKT1	HP:0008237	Hypothalamic hypothyroidism
2872	207	AKT1	HP:0010534	Transient global amnesia
2873	207	AKT1	HP:0008214	Decreased serum estradiol
2874	207	AKT1	HP:0010516	Thymus hyperplasia
2875	207	AKT1	HP:0008202	Reduced circulating prolactin concentration
2876	207	AKT1	HP:0010508	Metatarsus valgus
2877	207	AKT1	HP:0009594	Retinal hamartoma
2878	207	AKT1	HP:0003593	Infantile onset
2879	207	AKT1	HP:0002253	Colonic diverticula
2880	207	AKT1	HP:0003581	Adult onset
2881	207	AKT1	HP:0002230	Generalized hirsutism
2882	207	AKT1	HP:0002204	Pulmonary embolism
2883	207	AKT1	HP:0100764	Lymphangioma
2884	207	AKT1	HP:0100780	Conjunctival hamartoma
2885	207	AKT1	HP:0100777	Exostoses
2886	207	AKT1	HP:0100774	Hyperostosis
2887	207	AKT1	HP:0009720	Adenoma sebaceum
2888	207	AKT1	HP:0100730	Bronchogenic cyst
2889	207	AKT1	HP:0002282	Gray matter heterotopia
2890	207	AKT1	HP:0100761	Visceral angiomatosis
2891	207	AKT1	HP:0010628	Facial palsy
2892	207	AKT1	HP:0010619	Fibroadenoma of the breast
2893	207	AKT1	HP:0010614	Fibroma
2894	207	AKT1	HP:0001053	Hypopigmented skin patches
2895	207	AKT1	HP:0001048	Cavernous hemangioma
2896	207	AKT1	HP:0001067	Neurofibromas
2897	207	AKT1	HP:0001031	Subcutaneous lipoma
2898	207	AKT1	HP:0001028	Hemangioma
2899	207	AKT1	HP:0001012	Multiple lipomas
2900	207	AKT1	HP:0003676	Progressive
2901	207	AKT1	HP:0002342	Intellectual disability, moderate
2902	207	AKT1	HP:0001004	Lymphedema
2903	207	AKT1	HP:0002355	Difficulty walking
2904	207	AKT1	HP:0002354	Memory impairment
2905	207	AKT1	HP:0002315	Headache
2906	207	AKT1	HP:0001000	Abnormality of skin pigmentation
2907	207	AKT1	HP:0100648	Neoplasm of the tongue
2908	207	AKT1	HP:0100646	Thyroiditis
2909	207	AKT1	HP:0025092	Epidermal acanthosis
2910	207	AKT1	HP:0100661	Trigeminal neuralgia
2911	207	AKT1	HP:0200034	Papule
2912	207	AKT1	HP:0010828	Hemifacial spasm
2913	207	AKT1	HP:0010816	Epidermal nevus
2914	207	AKT1	HP:0200063	Colorectal polyposis
2915	207	AKT1	HP:0009804	Tooth agenesis
2916	207	AKT1	HP:0100615	Ovarian neoplasm
2917	207	AKT1	HP:0001072	Thickened skin
2918	207	AKT1	HP:0100621	Dysgerminoma
2919	207	AKT1	HP:0001085	Papilledema
2920	207	AKT1	HP:0010788	Testicular neoplasm
2921	207	AKT1	HP:0004209	Clinodactyly of the 5th finger
2922	207	AKT1	HP:0030521	Bitemporal hemianopia
2923	207	AKT1	HP:0006824	Cranial nerve paralysis
2924	207	AKT1	HP:0030532	Visual acuity test abnormality
2925	207	AKT1	HP:0005595	Generalized hyperkeratosis
2926	207	AKT1	HP:0005584	Renal cell carcinoma
2927	207	AKT1	HP:0000618	Blindness
2928	207	AKT1	HP:0000602	Ophthalmoplegia
2929	207	AKT1	HP:0011386	Narrow internal auditory canal
2930	207	AKT1	HP:0012691	Focal T2 hypointense thalamic lesion
2931	207	AKT1	HP:0000682	Abnormal dental enamel morphology
2932	207	AKT1	HP:0012658	Abnormal brain FDG positron emission tomography
2933	207	AKT1	HP:0000670	Carious teeth
2934	207	AKT1	HP:0004322	Short stature
2935	207	AKT1	HP:0003002	Breast carcinoma
2936	207	AKT1	HP:0004326	Cachexia
2937	207	AKT1	HP:0004302	Functional motor deficit
2938	207	AKT1	HP:0030680	Abnormality of cardiovascular system morphology
2939	207	AKT1	HP:0000802	Impotence
2940	207	AKT1	HP:0004390	Hamartomatous polyposis
2941	207	AKT1	HP:0003019	Abnormality of the wrist
2942	207	AKT1	HP:0100010	Spinal meningioma
2943	207	AKT1	HP:0100006	Neoplasm of the central nervous system
2944	207	AKT1	HP:0100009	Intracranial meningioma
2945	207	AKT1	HP:0000771	Gynecomastia
2946	207	AKT1	HP:0012733	Macule
2947	207	AKT1	HP:0012740	Papilloma
2948	207	AKT1	HP:0000767	Pectus excavatum
2949	207	AKT1	HP:0100031	Neoplasm of the thyroid gland
2950	207	AKT1	HP:0012721	Venous malformation
2951	207	AKT1	HP:0100026	Arteriovenous malformation
2952	207	AKT1	HP:0000717	Autism
2953	207	AKT1	HP:0000712	Emotional lability
2954	207	AKT1	HP:0030591	Abnormal kinetic perimetry test
2955	207	AKT1	HP:0011442	Abnormal central motor function
2956	207	AKT1	HP:0004420	Arterial thrombosis
2957	207	AKT1	HP:0004418	Thrombophlebitis
2958	207	AKT1	HP:0030766	Ear pain
2959	207	AKT1	HP:0004408	Abnormality of the sense of smell
2960	207	AKT1	HP:0003199	Decreased muscle mass
2961	207	AKT1	HP:0004481	Progressive macrocephaly
2962	207	AKT1	HP:0004490	Calvarial hyperostosis
2963	207	AKT1	HP:0004472	Mandibular hyperostosis
2964	207	AKT1	HP:0012871	Varicocele
2965	207	AKT1	HP:0000873	Diabetes insipidus
2966	207	AKT1	HP:0000854	Thyroid adenoma
2967	207	AKT1	HP:0000853	Goiter
2968	207	AKT1	HP:0000870	Increased circulating prolactin concentration
2969	207	AKT1	HP:0000836	Hyperthyroidism
2970	207	AKT1	HP:0000821	Hypothyroidism
2971	207	AKT1	HP:0000820	Abnormality of the thyroid gland
2972	207	AKT1	HP:0030878	Abnormality on pulmonary function testing
2973	207	AKT1	HP:0045026	Abnormal mediastinum morphology
2974	207	AKT1	HP:0000995	Melanocytic nevus
2975	207	AKT1	HP:0000972	Palmoplantar hyperkeratosis
2976	207	AKT1	HP:0000982	Palmoplantar keratoderma
2977	207	AKT1	HP:0000962	Hyperkeratosis
2978	207	AKT1	HP:0040171	Decreased serum testosterone concentration
2979	207	AKT1	HP:0008069	Neoplasm of the skin
2980	207	AKT1	HP:0007715	Weak extraocular muscles
2981	207	AKT1	HP:0007703	Abnormality of retinal pigmentation
2982	207	AKT1	HP:0012285	Abnormal hypothalamus physiology
2983	207	AKT1	HP:0001597	Abnormality of the nail
2984	207	AKT1	HP:0012246	Oculomotor nerve palsy
2985	207	AKT1	HP:0000256	Macrocephaly
2986	207	AKT1	HP:0000276	Long face
2987	207	AKT1	HP:0000268	Dolichocephaly
2988	207	AKT1	HP:0002827	Hip dislocation
2989	207	AKT1	HP:0002808	Kyphosis
2990	207	AKT1	HP:0000238	Hydrocephalus
2991	207	AKT1	HP:0000221	Furrowed tongue
2992	207	AKT1	HP:0000218	High palate
2993	207	AKT1	HP:0002891	Uterine leiomyosarcoma
2994	207	AKT1	HP:0001555	Asymmetry of the thorax
2995	207	AKT1	HP:0002861	Melanoma
2996	207	AKT1	HP:0002858	Meningioma
2997	207	AKT1	HP:0001528	Hemihypertrophy
2998	207	AKT1	HP:0001508	Failure to thrive
2999	207	AKT1	HP:0001519	Disproportionate tall stature
3000	207	AKT1	HP:0001513	Obesity
3001	207	AKT1	HP:0007818	Central heterochromia
3002	207	AKT1	HP:0007899	Retinal nonattachment
3003	207	AKT1	HP:0006520	Progressive pulmonary function impairment
3004	207	AKT1	HP:0002920	Decreased circulating ACTH level
3005	207	AKT1	HP:0000365	Hearing impairment
3006	207	AKT1	HP:0000360	Tinnitus
3007	207	AKT1	HP:0000369	Low-set ears
3008	207	AKT1	HP:0000347	Micrognathia
3009	207	AKT1	HP:0000316	Hypertelorism
3010	207	AKT1	HP:0000311	Round face
3011	207	AKT1	HP:0001645	Sudden cardiac death
3012	207	AKT1	HP:0000327	Hypoplasia of the maxilla
3013	207	AKT1	HP:0000324	Facial asymmetry
3014	207	AKT1	HP:0001626	Abnormality of the cardiovascular system
3015	207	AKT1	HP:0007924	Slow decrease in visual acuity
3016	207	AKT1	HP:0005374	Cellular immunodeficiency
3017	207	AKT1	HP:0005306	Capillary hemangioma
3018	207	AKT1	HP:0000400	Macrotia
3019	207	AKT1	HP:0005280	Depressed nasal bridge
3020	207	AKT1	HP:0000486	Strabismus
3021	207	AKT1	HP:0000494	Downslanted palpebral fissures
3022	207	AKT1	HP:0011133	Increased sensitivity to ionizing radiation
3023	207	AKT1	HP:0000464	Abnormality of the neck
3024	207	AKT1	HP:0000463	Anteverted nares
3025	207	AKT1	HP:0001744	Splenomegaly
3026	207	AKT1	HP:0006753	Neoplasm of the stomach
3027	207	AKT1	HP:0006740	Transitional cell carcinoma of the bladder
3028	207	AKT1	HP:0006731	Follicular thyroid carcinoma
3029	207	AKT1	HP:0006716	Hereditary nonpolyposis colorectal carcinoma
3030	207	AKT1	HP:0011276	Vascular skin abnormality
3031	207	AKT1	HP:0005465	Facial hyperostosis
3032	207	AKT1	HP:0006774	Ovarian papillary adenocarcinoma
3033	207	AKT1	HP:0012505	Enlarged pituitary gland
3034	207	AKT1	HP:0000518	Cataract
3035	207	AKT1	HP:0000520	Proptosis
3036	207	AKT1	HP:0001822	Hallux valgus
3037	207	AKT1	HP:0000508	Ptosis
3038	207	AKT1	HP:0000501	Glaucoma
3039	207	AKT1	HP:0004099	Macrodactyly
3040	207	AKT1	HP:0030344	Decreased circulating luteinizing hormone level
3041	207	AKT1	HP:0030341	Decreased circulating follicle stimulating hormone concentration
3042	207	AKT1	HP:0000557	Buphthalmos
3043	207	AKT1	HP:0000567	Chorioretinal coloboma
3044	207	AKT1	HP:0000545	Myopia
4691	353	APRT	HP:0003774	Stage 5 chronic kidney disease
4692	353	APRT	HP:0000083	Renal insufficiency
4693	353	APRT	HP:0000093	Proteinuria
4694	353	APRT	HP:0000019	Urinary hesitancy
4695	353	APRT	HP:0000016	Urinary retention
4696	353	APRT	HP:0000010	Recurrent urinary tract infections
4697	353	APRT	HP:0000007	Autosomal recessive inheritance
4698	353	APRT	HP:0002027	Abdominal pain
4699	353	APRT	HP:0100520	Oliguria
4700	353	APRT	HP:0100518	Dysuria
4701	353	APRT	HP:0011848	Abdominal colic
4702	353	APRT	HP:0003621	Juvenile onset
4703	353	APRT	HP:0012622	Chronic kidney disease
4704	353	APRT	HP:0001942	Metabolic acidosis
4705	353	APRT	HP:0001919	Acute kidney injury
4706	353	APRT	HP:0011463	Childhood onset
4707	353	APRT	HP:0000791	Uric acid nephrolithiasis
4708	353	APRT	HP:0000790	Hematuria
4709	353	APRT	HP:0000787	Nephrolithiasis
4710	353	APRT	HP:0034279	2,8-dihydroxyadenine crystalluria
4711	353	APRT	HP:0000822	Hypertension
4712	353	APRT	HP:0003259	Elevated circulating creatinine concentration
4713	353	APRT	HP:0034368	Urolithiasis
4714	353	APRT	HP:0005110	Atrial fibrillation
4715	353	APRT	HP:0012379	Abnormal circulating enzyme concentration or activity
4716	353	APRT	HP:0030157	Flank pain
4717	353	APRT	HP:0012587	Macroscopic hematuria
6996	498	ATP5F1A	HP:0001298	Encephalopathy
6997	498	ATP5F1A	HP:0001250	Seizure
6998	498	ATP5F1A	HP:0001252	Hypotonia
6999	498	ATP5F1A	HP:0003811	Neonatal death
7000	498	ATP5F1A	HP:0000007	Autosomal recessive inheritance
7001	498	ATP5F1A	HP:0001321	Cerebellar hypoplasia
7002	498	ATP5F1A	HP:0025430	High-pitched cry
7003	498	ATP5F1A	HP:0003348	Hyperalaninemia
7004	498	ATP5F1A	HP:0002089	Pulmonary hypoplasia
7005	498	ATP5F1A	HP:0002092	Pulmonary arterial hypertension
7006	498	ATP5F1A	HP:0002104	Apnea
7007	498	ATP5F1A	HP:0011924	Decreased activity of mitochondrial complex III
7008	498	ATP5F1A	HP:0011925	Decreased activity of mitochondrial ATP synthase complex
7009	498	ATP5F1A	HP:0011923	Decreased activity of mitochondrial complex I
7010	498	ATP5F1A	HP:0003577	Congenital onset
7011	498	ATP5F1A	HP:0003535	3-Methylglutaconic aciduria
7012	498	ATP5F1A	HP:0008347	Decreased activity of mitochondrial complex IV
7013	498	ATP5F1A	HP:0000639	Nystagmus
7014	498	ATP5F1A	HP:0000737	Irritability
7015	498	ATP5F1A	HP:0009141	Depletion of mitochondrial DNA in muscle tissue
7016	498	ATP5F1A	HP:0000252	Microcephaly
7017	498	ATP5F1A	HP:0001508	Failure to thrive
7018	498	ATP5F1A	HP:0001511	Intrauterine growth retardation
7019	498	ATP5F1A	HP:0001635	Congestive heart failure
7429	529	ATP6V1E1	HP:0001188	Hand clenching
7430	529	ATP6V1E1	HP:0002465	Poor speech
7431	529	ATP6V1E1	HP:0009933	Narrow naris
7432	529	ATP6V1E1	HP:0025167	Fragmented elastic fibers in the dermis
7433	529	ATP6V1E1	HP:0003758	Reduced subcutaneous adipose tissue
7434	529	ATP6V1E1	HP:0001290	Generalized hypotonia
7435	529	ATP6V1E1	HP:0025244	Subretinal pigment epithelium hemorrhage
7436	529	ATP6V1E1	HP:0001270	Motor delay
7437	529	ATP6V1E1	HP:0001250	Seizure
7438	529	ATP6V1E1	HP:0001263	Global developmental delay
7439	529	ATP6V1E1	HP:0001257	Spasticity
7440	529	ATP6V1E1	HP:0025201	Abnormal circulating apolipoprotein concentration
7441	529	ATP6V1E1	HP:0100874	Thick hair
7442	529	ATP6V1E1	HP:0007392	Excessive wrinkled skin
7443	529	ATP6V1E1	HP:0008689	Bilateral cryptorchidism
7444	529	ATP6V1E1	HP:0010989	Abnormality of the intrinsic pathway
7445	529	ATP6V1E1	HP:0001374	Congenital hip dislocation
7446	529	ATP6V1E1	HP:0001385	Hip dysplasia
7447	529	ATP6V1E1	HP:0001388	Joint laxity
7448	529	ATP6V1E1	HP:0000023	Inguinal hernia
7449	529	ATP6V1E1	HP:0008897	Postnatal growth retardation
7450	529	ATP6V1E1	HP:0007552	Abnormal subcutaneous fat tissue distribution
7451	529	ATP6V1E1	HP:0007457	Prominent veins on trunk
7452	529	ATP6V1E1	HP:0001339	Lissencephaly
7453	529	ATP6V1E1	HP:0000007	Autosomal recessive inheritance
7454	529	ATP6V1E1	HP:0001305	Dandy-Walker malformation
7455	529	ATP6V1E1	HP:0001302	Pachygyria
7456	529	ATP6V1E1	HP:0001321	Cerebellar hypoplasia
7457	529	ATP6V1E1	HP:0001476	Delayed closure of the anterior fontanelle
7458	529	ATP6V1E1	HP:0008947	Infantile muscular hypotonia
7459	529	ATP6V1E1	HP:0002761	Generalized joint laxity
7460	529	ATP6V1E1	HP:0002751	Kyphoscoliosis
7461	529	ATP6V1E1	HP:0005989	Redundant neck skin
7462	529	ATP6V1E1	HP:0002097	Emphysema
7463	529	ATP6V1E1	HP:0011712	Right bundle branch block
7464	529	ATP6V1E1	HP:0002126	Polymicrogyria
7465	529	ATP6V1E1	HP:0002107	Pneumothorax
7466	529	ATP6V1E1	HP:0002187	Intellectual disability, profound
7467	529	ATP6V1E1	HP:0002208	Coarse hair
7468	529	ATP6V1E1	HP:0200128	Biventricular hypertrophy
7469	529	ATP6V1E1	HP:0011968	Feeding difficulties
7470	529	ATP6V1E1	HP:0002361	Psychomotor deterioration
7471	529	ATP6V1E1	HP:0010761	Broad columella
7472	529	ATP6V1E1	HP:0006891	Thick cerebral cortex
7473	529	ATP6V1E1	HP:0000639	Nystagmus
7474	529	ATP6V1E1	HP:0000621	Entropion
7475	529	ATP6V1E1	HP:0000678	Dental crowding
7476	529	ATP6V1E1	HP:0000670	Carious teeth
7477	529	ATP6V1E1	HP:0004325	Decreased body weight
7478	529	ATP6V1E1	HP:0004322	Short stature
7479	529	ATP6V1E1	HP:0000750	Delayed speech and language development
7480	529	ATP6V1E1	HP:0000726	Dementia
7481	529	ATP6V1E1	HP:0009125	Lipodystrophy
7482	529	ATP6V1E1	HP:0003199	Decreased muscle mass
7483	529	ATP6V1E1	HP:0003196	Short nose
7484	529	ATP6V1E1	HP:0003160	Abnormal isoelectric focusing of serum transferrin
7485	529	ATP6V1E1	HP:0000973	Cutis laxa
7486	529	ATP6V1E1	HP:0008070	Sparse hair
7487	529	ATP6V1E1	HP:0000272	Malar flattening
7488	529	ATP6V1E1	HP:0006380	Knee flexion contracture
7489	529	ATP6V1E1	HP:0000253	Progressive microcephaly
7490	529	ATP6V1E1	HP:0001582	Redundant skin
7491	529	ATP6V1E1	HP:0000218	High palate
7492	529	ATP6V1E1	HP:0001508	Failure to thrive
7493	529	ATP6V1E1	HP:0001519	Disproportionate tall stature
7494	529	ATP6V1E1	HP:0001511	Intrauterine growth retardation
7495	529	ATP6V1E1	HP:0001601	Laryngomalacia
7496	529	ATP6V1E1	HP:0005180	Tricuspid regurgitation
7497	529	ATP6V1E1	HP:0011003	High myopia
7498	529	ATP6V1E1	HP:0000369	Low-set ears
7499	529	ATP6V1E1	HP:0000343	Long philtrum
7500	529	ATP6V1E1	HP:0000319	Smooth philtrum
7501	529	ATP6V1E1	HP:0000316	Hypertelorism
7502	529	ATP6V1E1	HP:0001659	Aortic regurgitation
7503	529	ATP6V1E1	HP:0000325	Triangular face
7504	529	ATP6V1E1	HP:0000307	Pointed chin
7505	529	ATP6V1E1	HP:0001631	Atrial septal defect
7506	529	ATP6V1E1	HP:0001634	Mitral valve prolapse
7507	529	ATP6V1E1	HP:0005272	Prominent nasolabial fold
7508	529	ATP6V1E1	HP:0000486	Strabismus
7509	529	ATP6V1E1	HP:0000494	Downslanted palpebral fissures
7510	529	ATP6V1E1	HP:0000463	Anteverted nares
7511	529	ATP6V1E1	HP:0000455	Broad nasal tip
7512	529	ATP6V1E1	HP:0001763	Pes planus
7513	529	ATP6V1E1	HP:0001762	Talipes equinovarus
12420	808	CALM3	HP:0001197	Abnormality of prenatal development or birth
12421	808	CALM3	HP:0001279	Syncope
12422	808	CALM3	HP:0001250	Seizure
12423	808	CALM3	HP:0000006	Autosomal dominant inheritance
12424	808	CALM3	HP:0500018	Abnormal cardiac exercise stress test
12425	808	CALM3	HP:0011706	Second degree atrioventricular block
12426	808	CALM3	HP:0004756	Ventricular tachycardia
12427	808	CALM3	HP:0003577	Congenital onset
12428	808	CALM3	HP:0002321	Vertigo
12429	808	CALM3	HP:0004308	Ventricular arrhythmia
12430	808	CALM3	HP:0011648	Patent ductus arteriosus after birth at term
12431	808	CALM3	HP:0011682	Perimembranous ventricular septal defect
12432	808	CALM3	HP:0012266	T-wave alternans
12433	808	CALM3	HP:0005135	Abnormal T-wave
12434	808	CALM3	HP:0005184	Prolonged QTc interval
12435	808	CALM3	HP:0002900	Hypokalemia
12436	808	CALM3	HP:0000365	Hearing impairment
12437	808	CALM3	HP:0001688	Sinus bradycardia
12438	808	CALM3	HP:0012332	Abnormal autonomic nervous system physiology
12439	808	CALM3	HP:0001664	Torsade de pointes
12440	808	CALM3	HP:0001645	Sudden cardiac death
12441	808	CALM3	HP:0001662	Bradycardia
14447	975	CD81	HP:0003774	Stage 5 chronic kidney disease
14448	975	CD81	HP:0410295	Complete or near-complete absence of specific antibody response to tetanus vaccine
14449	975	CD81	HP:0010975	Abnormal B cell count
14450	975	CD81	HP:0000099	Glomerulonephritis
14451	975	CD81	HP:0001392	Abnormality of the liver
14452	975	CD81	HP:0000007	Autosomal recessive inheritance
14453	975	CD81	HP:0002665	Lymphoma
14454	975	CD81	HP:0002633	Vasculitis
14455	975	CD81	HP:0000126	Hydronephrosis
14456	975	CD81	HP:0000105	Enlarged kidney
14457	975	CD81	HP:0002718	Recurrent bacterial infections
14458	975	CD81	HP:0002716	Lymphadenopathy
14459	975	CD81	HP:0002721	Immunodeficiency
14460	975	CD81	HP:0002023	Anal atresia
14461	975	CD81	HP:0002097	Emphysema
14462	975	CD81	HP:0002090	Pneumonia
14463	975	CD81	HP:0002091	Restrictive ventilatory defect
14464	975	CD81	HP:0002110	Bronchiectasis
14465	975	CD81	HP:0033295	Mesangial Immune complex deposition
14466	975	CD81	HP:0011839	Abnormal T cell count
14467	975	CD81	HP:0002240	Hepatomegaly
14468	975	CD81	HP:0002205	Recurrent respiratory infections
14469	975	CD81	HP:0100723	Gastrointestinal stroma tumor
14470	975	CD81	HP:0032134	Chronic decreased circulating total IgG
14471	975	CD81	HP:0001973	Autoimmune thrombocytopenia
14472	975	CD81	HP:0004313	Decreased circulating antibody level
14473	975	CD81	HP:0000979	Purpura
14474	975	CD81	HP:0002829	Arthralgia
14475	975	CD81	HP:0000248	Brachycephaly
